image_path,label
./Datasets/Brand_Selfies/Images/9nCF-ApfFO.jpg,brand_selfie
./Datasets/Brand_Selfies/Images/9rVQRfArZV.jpg,packshot
./Datasets/Brand_Selfies/Images/9yXD-1sUOx.jpg,packshot
./Datasets/Brand_Selfies/Images/BM95NfdgOvT.jpg,brand_selfie
./Datasets/Brand_Selfies/Images/9rWdPSRi9B.jpg,packshot
./Datasets/Brand_Selfies/Images/9pKL92KkwO.jpg,consumer_selfie
./Datasets/Brand_Selfies/Images/97Ol3KGrbu.jpg,brand_selfie
./Datasets/Brand_Selfies/Images/9qA5jLDN-q.jpg,brand_selfie
./Datasets/Brand_Selfies/Images/9wXn9iH515.jpg,packshot
./Datasets/Brand_Selfies/Images/96ybM2K43q.jpg,brand_selfie
./Datasets/Brand_Selfies/Images/9mzKGCstji.jpg,brand_selfie
./Datasets/Brand_Selfies/Images/9kG3nzC7aZ.jpg,packshot
./Datasets/Brand_Selfies/Images/BOUqSzHjsx3.jpg,packshot
./Datasets/Brand_Selfies/Images/_s3Vfclt7F.jpg,brand_selfie
./Datasets/Brand_Selfies/Images/9jed97o3CI.jpg,packshot
./Datasets/Brand_Selfies/Images/9pRtdLI-aA.jpg,packshot
./Datasets/Brand_Selfies/Images/9tOKnDS3A2.jpg,packshot
./Datasets/Brand_Selfies/Images/9wrU6buJ3D.jpg,brand_selfie
./Datasets/Brand_Selfies/Images/BNkza3QjOau.jpg,packshot
./Datasets/Brand_Selfies/Images/9q3Cn2FCtn.jpg,consumer_selfie
./Datasets/Brand_Selfies/Images/9rWvG3AuA2.jpg,packshot
./Datasets/Brand_Selfies/Images/9lcAysgsx4.jpg,packshot
./Datasets/Brand_Selfies/Images/9pKg4OIkhJ.jpg,brand_selfie
./Datasets/Brand_Selfies/Images/9qvD3hJ98S.jpg,consumer_selfie
./Datasets/Brand_Selfies/Images/BNU7gsmj2Mt.jpg,brand_selfie
./Datasets/Brand_Selfies/Images/BNIRdHNDMA-.jpg,brand_selfie
./Datasets/Brand_Selfies/Images/BNDxYL6h9hU.jpg,brand_selfie
./Datasets/Brand_Selfies/Images/BNEuCJngxjI.jpg,packshot
./Datasets/Brand_Selfies/Images/9ykjBIP-64.jpg,brand_selfie
./Datasets/Brand_Selfies/Images/9l6PAiqI9S.jpg,packshot
./Datasets/Brand_Selfies/Images/9oj80Mn6H2.jpg,packshot
./Datasets/Brand_Selfies/Images/BNXk0n2DsFW.jpg,consumer_selfie
./Datasets/Brand_Selfies/Images/9unk-gkHTI.jpg,packshot
./Datasets/Brand_Selfies/Images/9rG6pMyqCD.jpg,brand_selfie
./Datasets/Brand_Selfies/Images/BNcjm-eBPp1.jpg,brand_selfie
./Datasets/Brand_Selfies/Images/BNr8-PEBViW.jpg,brand_selfie
./Datasets/Brand_Selfies/Images/9mSfEABBZT.jpg,packshot
./Datasets/Brand_Selfies/Images/9jF-J7Q8PO.jpg,packshot
./Datasets/Brand_Selfies/Images/BNZgpTHhVrI.jpg,consumer_selfie
./Datasets/Brand_Selfies/Images/9u_FW2oWzp.jpg,brand_selfie
./Datasets/Brand_Selfies/Images/BNSXdA3AxBK.jpg,packshot
./Datasets/Brand_Selfies/Images/9ls1A-HZIp.jpg,brand_selfie
./Datasets/Brand_Selfies/Images/9rcCmhiDbB.jpg,brand_selfie
./Datasets/Brand_Selfies/Images/9rSEStnwcI.jpg,packshot
./Datasets/Brand_Selfies/Images/9oVr3fqE3t.jpg,brand_selfie
./Datasets/Brand_Selfies/Images/9ouI6SIaBu.jpg,packshot
./Datasets/Brand_Selfies/Images/BNYUMBgAVx4.jpg,packshot
./Datasets/Brand_Selfies/Images/BNrqNlYB0aN.jpg,packshot
./Datasets/Brand_Selfies/Images/BNWpDatgpmQ.jpg,brand_selfie
./Datasets/Brand_Selfies/Images/9lf4_UDpn7.jpg,brand_selfie
./Datasets/Brand_Selfies/Images/BNJqdVhACVW.jpg,packshot
./Datasets/Brand_Selfies/Images/9jZS6OAYOQ.jpg,packshot
./Datasets/Brand_Selfies/Images/-JrBKCh9zb.jpg,packshot
./Datasets/Brand_Selfies/Images/9r3v7ZObU4.jpg,brand_selfie
./Datasets/Brand_Selfies/Images/9mTRU8L_Od.jpg,packshot
./Datasets/Brand_Selfies/Images/9mBwT_HUhr.jpg,brand_selfie
./Datasets/Brand_Selfies/Images/9j5zfSiQXL.jpg,consumer_selfie
./Datasets/Brand_Selfies/Images/-cCzaYiyUA.jpg,brand_selfie
./Datasets/Brand_Selfies/Images/BN0c7_1hocX.jpg,packshot
./Datasets/Brand_Selfies/Images/BM6gAQUhQyx.jpg,packshot
./Datasets/Brand_Selfies/Images/BNx-U46gVYN.jpg,brand_selfie
./Datasets/Brand_Selfies/Images/94Gt2dFWXo.jpg,brand_selfie
./Datasets/Brand_Selfies/Images/9jDx7TCnSw.jpg,packshot
./Datasets/Brand_Selfies/Images/BNAYduPjG7k.jpg,brand_selfie
./Datasets/Brand_Selfies/Images/9jLR0vCHkR.jpg,brand_selfie
./Datasets/Brand_Selfies/Images/9tO4RQkjMd.jpg,packshot
./Datasets/Brand_Selfies/Images/BNV2LSfA2GX.jpg,consumer_selfie
./Datasets/Brand_Selfies/Images/9-FHXSgdt3.jpg,consumer_selfie
./Datasets/Brand_Selfies/Images/9mTQZHyfTB.jpg,packshot
./Datasets/Brand_Selfies/Images/9ucEcFFFfH.jpg,packshot
./Datasets/Brand_Selfies/Images/9rVJbfQwGB.jpg,consumer_selfie
./Datasets/Brand_Selfies/Images/91l2VXRTRn.jpg,packshot
./Datasets/Brand_Selfies/Images/BNfEcGpD5B6.jpg,consumer_selfie
./Datasets/Brand_Selfies/Images/BOT-R7ZDsAX.jpg,packshot
./Datasets/Brand_Selfies/Images/9l1LZ0OxG6.jpg,brand_selfie
./Datasets/Brand_Selfies/Images/9pSv5Ut7Vm.jpg,brand_selfie
./Datasets/Brand_Selfies/Images/-fhyZEJKim.jpg,packshot
./Datasets/Brand_Selfies/Images/9vrktxKVov.jpg,packshot
./Datasets/Brand_Selfies/Images/BOIMqPahG6j.jpg,packshot
./Datasets/Brand_Selfies/Images/9s7cC_gxxQ.jpg,packshot
./Datasets/Brand_Selfies/Images/9lmwB2n8n2.jpg,brand_selfie
./Datasets/Brand_Selfies/Images/9r03qzHZeG.jpg,packshot
./Datasets/Brand_Selfies/Images/BNHahjAjSEb.jpg,packshot
./Datasets/Brand_Selfies/Images/9m5ae6sLpl.jpg,brand_selfie
./Datasets/Brand_Selfies/Images/9oUl_HpR46.jpg,packshot
./Datasets/Brand_Selfies/Images/9tU3jinCiN.jpg,brand_selfie
./Datasets/Brand_Selfies/Images/BMyayrThd-D.jpg,packshot
./Datasets/Brand_Selfies/Images/9nDfZUDuVR.jpg,packshot
./Datasets/Brand_Selfies/Images/9lrIqPsuh5.jpg,packshot
